Crime Date,Crime,COMMITTED,DISTRICT,,,,,,,,,,,,,,,,,,
12/31/2018,FIREARM,COMMITTED,4,,THEFT,911,804,920,943,981,897,854,909,940,912,883,812,10766,31.33333333,29.41935484,29.43333333
12/31/2018,THEFT,COMMITTED,3,,VEHICLE BURGLARY,256,204,237,198,246,267,254,213,237,247,232,243,2834,7.9,7.967741935,7.733333333
12/31/2018,THEFT,COMMITTED,2,,VICE,8,21,12,10,9,14,17,19,10,25,11,9,165,0.333333333,0.806451613,0.366666667
12/31/2018,VEHICLE BURGLARY,COMMITTED,1,,Grand Total,3954,4046,4001,3666,4021,4108,3791,3822,3907,3473,3488,3349,45626,,,
12/31/2018,FIREARM,COMMITTED,1,,,,,,,,,,,,,,,,,,
12/31/2018,ASSAULT,COMMITTED,1,,,,,3349,4108,,,,,130.2333333,112.0322581,3488,,125.0027397,,,
12/31/2018,HOMICIDE,ATTEMPTED,4,,,,,,,,,,,,,,,,,,
12/31/2018,NARCOTICS,COMMITTED,3,,,,,,,,,,,,,,,,,,
12/31/2018,FIREARM,COMMITTED,1,,242.543066,,,3802,,,,,,,,,,,,,
12/31/2018,BATTERY,COMMITTED,4,,,,,,,,,,,,,,,,,,
12/31/2018,THEFT,COMMITTED,4,,,,,,,,,,,,,,,,,,
12/31/2018,NARCOTICS,COMMITTED,3,,,,,,,,,,,,,,,,,,
12/31/2018,THEFT,COMMITTED,3,,,,,,,,,,,,,,,,,,
12/31/2018,NARCOTICS,COMMITTED,3,,,,,,,,,,,,,,,,,,
12/31/2018,THEFT,COMMITTED,2,,,,,,,,,,,,,,,,,,
12/31/2018,THEFT,COMMITTED,2,,,,,,,,,,,,,,,,,,
12/31/2018,FIREARM,COMMITTED,1,,,,,,,,,,,,,,,,,,
12/31/2018,FIREARM,COMMITTED,1,,,,,,,,,,,,,,,,,,
12/31/2018,CRIMINAL DAMAGE TO PROPERTY,COMMITTED,1,,,,,,,,,,,,,,,,,,
12/31/2018,OTHER,COMMITTED,1,,,,,,,,,,,,,,,,,,
12/31/2018,FIREARM,COMMITTED,1,,,,,,,,,,,,,,,,,,
12/31/2018,THEFT,COMMITTED,1,,,,,,,,,,,,,,,,,,
12/31/2018,VEHICLE BURGLARY,COMMITTED,1,,,,,,,,,,,,,,,,,,
12/31/2018,FIREARM,COMMITTED,1,,,,,,,,,,,,,,,,,,
12/31/2018,VEHICLE BURGLARY,COMMITTED,1,,,,,,,,,,,,,,,,,,
12/31/2018,FIREARM,COMMITTED,1,,,,,,,,,,,,,,,,,,
12/31/2018,THEFT,COMMITTED,2,,,,,,,,,,,,,,,,,,
12/31/2018,NON-RESIDENTIAL BURGLARY,COMMITTED,1,,,,,,,,,,,,,,,,,,
12/31/2018,FIREARM,COMMITTED,2,,,,,,,,,,,,,,,,,,
12/31/2018,THEFT,COMMITTED,2,,,,,,,,,,,,,,,,,,
12/31/2018,VEHICLE BURGLARY,COMMITTED,2,,,,,,,,,,,,,,,,,,
12/31/2018,NON-RESIDENTIAL BURGLARY,COMMITTED,4,,,,,,,,,,,,,,,,,,
12/31/2018,OTHER,COMMITTED,4,,,,,,,,,,,,,,,,,,
12/31/2018,THEFT,COMMITTED,4,,,,,,,,,,,,,,,,,,
12/31/2018,BATTERY,COMMITTED,2,,,,,,,,,,,,,,,,,,
12/31/2018,NARCOTICS,COMMITTED,3,,,,,,,,,,,,,,,,,,
12/31/2018,NARCOTICS,COMMITTED,3,,,,,,,,,,,,,,,,,,
12/31/2018,NARCOTICS,COMMITTED,3,,,,,,,,,,,,,,,,,,
12/31/2018,THEFT,COMMITTED,1,,,,,,,,,,,,,,,,,,
12/31/2018,VEHICLE BURGLARY,COMMITTED,2,,,,,,,,,,,,,,,,,,
12/31/2018,OTHER,COMMITTED,1,,,,,,,,,,,,,,,,,,
12/31/2018,VEHICLE BURGLARY,COMMITTED,2,,,,,,,,,,,,,,,,,,
12/31/2018,NARCOTICS,COMMITTED,3,,,,,,,,,,,,,,,,,,
12/31/2018,NON-RESIDENTIAL BURGLARY,COMMITTED,2,,,,,,,,,,,,,,,,,,
12/31/2018,INDIVIDUAL ROBBERY,COMMITTED,2,,,,,,,,,,,,,,,,,,
12/31/2018,CRIMINAL DAMAGE TO PROPERTY,COMMITTED,3,,,,,,,,,,,,,,,,,,
12/31/2018,NON-RESIDENTIAL BURGLARY,COMMITTED,1,,,,,,,,,,,,,,,,,,
12/31/2018,NON-RESIDENTIAL BURGLARY,COMMITTED,2,,,,,,,,,,,,,,,,,,
12/31/2018,NON-RESIDENTIAL BURGLARY,COMMITTED,1,,,,,,,,,,,,,,,,,,
12/31/2018,CRIMINAL DAMAGE TO PROPERTY,COMMITTED,3,,,,,,,,,,,,,,,,,,
12/31/2018,OTHER,COMMITTED,3,,,,,,,,,,,,,,,,,,
12/31/2018,FIREARM,COMMITTED,3,,,,,,,,,,,,,,,,,,
12/31/2018,NARCOTICS,COMMITTED,,,,,,,,,,,,,,,,,,,
12/31/2018,OTHER,COMMITTED,2,,,,,,,,,,,,,,,,,,
12/31/2018,OTHER,COMMITTED,2,,,,,,,,,,,,,,,,,,
12/31/2018,OTHER,COMMITTED,2,,,,,,,,,,,,,,,,,,
12/31/2018,NON-RESIDENTIAL BURGLARY,COMMITTED,3,,,,,,,,,,,,,,,,,,
12/31/2018,THEFT,COMMITTED,2,,,,,,,,,,,,,,,,,,
12/31/2018,BATTERY,COMMITTED,1,,,,,,,,,,,,,,,,,,
12/31/2018,THEFT,COMMITTED,2,,,,,,,,,,,,,,,,,,
12/31/2018,RESIDENTIAL BURGLARY,COMMITTED,3,,,,,,,,,,,,,,,,,,
12/31/2018,THEFT,COMMITTED,3,,,,,,,,,,,,,,,,,,
12/30/2018,ASSAULT,COMMITTED,4,,,,,,,,,,,,,,,,,,
12/30/2018,CRIMINAL DAMAGE TO PROPERTY,COMMITTED,3,,,,,,,,,,,,,,,,,,
12/30/2018,RESIDENTIAL BURGLARY,COMMITTED,4,,,,,,,,,,,,,,,,,,
12/30/2018,THEFT,COMMITTED,,,,,,,,,,,,,,,,,,,
12/30/2018,CRIMINAL DAMAGE TO PROPERTY,COMMITTED,4,,,,,,,,,,,,,,,,,,
12/30/2018,RESIDENTIAL BURGLARY,COMMITTED,4,,,,,,,,,,,,,,,,,,
12/30/2018,OTHER,COMMITTED,,,,,,,,,,,,,,,,,,,
12/30/2018,CRIMINAL DAMAGE TO PROPERTY,COMMITTED,4,,,,,,,,,,,,,,,,,,
12/30/2018,NON-RESIDENTIAL BURGLARY,COMMITTED,3,,,,,,,,,,,,,,,,,,
12/30/2018,CRIMINAL DAMAGE TO PROPERTY,COMMITTED,,,,,,,,,,,,,,,,,,,
12/30/2018,THEFT,COMMITTED,2,,,,,,,,,,,,,,,,,,
12/30/2018,ASSAULT,COMMITTED,1,,,,,,,,,,,,,,,,,,
12/30/2018,BATTERY,COMMITTED,1,,,,,,,,,,,,,,,,,,
12/30/2018,BATTERY,COMMITTED,1,,,,,,,,,,,,,,,,,,
12/30/2018,OTHER,COMMITTED,1,,,,,,,,,,,,,,,,,,
12/30/2018,CRIMINAL DAMAGE TO PROPERTY,COMMITTED,4,,,,,,,,,,,,,,,,,,
12/30/2018,BATTERY,COMMITTED,1,,,,,,,,,,,,,,,,,,
12/30/2018,OTHER,COMMITTED,2,,,,,,,,,,,,,,,,,,
12/30/2018,OTHER,COMMITTED,1,,,,,,,,,,,,,,,,,,
12/30/2018,CRIMINAL DAMAGE TO PROPERTY,COMMITTED,1,,,,,,,,,,,,,,,,,,
12/30/2018,OTHER,COMMITTED,1,,,,,,,,,,,,,,,,,,
12/30/2018,OTHER,COMMITTED,1,,,,,,,,,,,,,,,,,,
12/30/2018,THEFT,COMMITTED,3,,,,,,,,,,,,,,,,,,
12/30/2018,FIREARM,COMMITTED,1,,,,,,,,,,,,,,,,,,
12/30/2018,HOMICIDE,COMMITTED,3,,,,,,,,,,,,,,,,,,
12/30/2018,OTHER,COMMITTED,4,,,,,,,,,,,,,,,,,,
12/30/2018,BATTERY,COMMITTED,1,,,,,,,,,,,,,,,,,,
12/30/2018,THEFT,COMMITTED,1,,,,,,,,,,,,,,,,,,
12/30/2018,OTHER,COMMITTED,1,,,,,,,,,,,,,,,,,,
12/30/2018,OTHER,COMMITTED,3,,,,,,,,,,,,,,,,,,
12/30/2018,OTHER,COMMITTED,1,,,,,,,,,,,,,,,,,,
12/30/2018,OTHER,COMMITTED,1,,,,,,,,,,,,,,,,,,
12/30/2018,NON-RESIDENTIAL BURGLARY,COMMITTED,2,,,,,,,,,,,,,,,,,,
12/30/2018,NON-RESIDENTIAL BURGLARY,COMMITTED,3,,,,,,,,,,,,,,,,,,
12/30/2018,THEFT,COMMITTED,3,,,,,,,,,,,,,,,,,,
12/30/2018,NON-RESIDENTIAL BURGLARY,COMMITTED,3,,,,,,,,,,,,,,,,,,
12/30/2018,OTHER,COMMITTED,3,,,,,,,,,,,,,,,,,,
12/30/2018,CRIMINAL DAMAGE TO PROPERTY,COMMITTED,2,,,,,,,,,,,,,,,,,,
12/30/2018,BATTERY,COMMITTED,4,,,,,,,,,,,,,,,,,,
12/30/2018,CRIMINAL DAMAGE TO PROPERTY,COMMITTED,1,,,,,,,,,,,,,,,,,,
12/30/2018,ASSAULT,COMMITTED,3,,,,,,,,,,,,,,,,,,
12/30/2018,THEFT,COMMITTED,,,,,,,,,,,,,,,,,,,
12/30/2018,VEHICLE BURGLARY,COMMITTED,3,,,,,,,,,,,,,,,,,,
12/30/2018,THEFT,COMMITTED,3,,,,,,,,,,,,,,,,,,
12/30/2018,THEFT,COMMITTED,1,,,,,,,,,,,,,,,,,,
12/30/2018,THEFT,COMMITTED,4,,,,,,,,,,,,,,,,,,
12/30/2018,FIREARM,COMMITTED,1,,,,,,,,,,,,,,,,,,
12/30/2018,THEFT,COMMITTED,3,,,,,,,,,,,,,,,,,,
12/30/2018,FIREARM,COMMITTED,3,,,,,,,,,,,,,,,,,,
12/30/2018,ASSAULT,COMMITTED,3,,,,,,,,,,,,,,,,,,
12/30/2018,FIREARM,COMMITTED,1,,,,,,,,,,,,,,,,,,
12/30/2018,FIREARM,COMMITTED,4,,,,,,,,,,,,,,,,,,
12/30/2018,FIREARM,COMMITTED,1,,,,,,,,,,,,,,,,,,
12/30/2018,FIREARM,COMMITTED,1,,,,,,,,,,,,,,,,,,
12/30/2018,OTHER,COMMITTED,1,,,,,,,,,,,,,,,,,,
12/30/2018,OTHER,COMMITTED,2,,,,,,,,,,,,,,,,,,
12/30/2018,FIREARM,COMMITTED,1,,,,,,,,,,,,,,,,,,
12/30/2018,THEFT,COMMITTED,2,,,,,,,,,,,,,,,,,,
12/30/2018,THEFT,COMMITTED,2,,,,,,,,,,,,,,,,,,
12/30/2018,THEFT,COMMITTED,2,,,,,,,,,,,,,,,,,,
12/30/2018,OTHER,COMMITTED,1,,,,,,,,,,,,,,,,,,
12/30/2018,VEHICLE BURGLARY,COMMITTED,2,,,,,,,,,,,,,,,,,,
12/30/2018,THEFT,COMMITTED,2,,,,,,,,,,,,,,,,,,
12/30/2018,THEFT,COMMITTED,2,,,,,,,,,,,,,,,,,,
12/30/2018,VEHICLE BURGLARY,COMMITTED,1,,,,,,,,,,,,,,,,,,
12/30/2018,ASSAULT,COMMITTED,2,,,,,,,,,,,,,,,,,,
12/30/2018,OTHER,COMMITTED,2,,,,,,,,,,,,,,,,,,
12/30/2018,OTHER,COMMITTED,3,,,,,,,,,,,,,,,,,,
12/30/2018,VEHICLE BURGLARY,COMMITTED,2,,,,,,,,,,,,,,,,,,
12/30/2018,VEHICLE BURGLARY,ATTEMPTED,2,,,,,,,,,,,,,,,,,,
12/30/2018,BATTERY,COMMITTED,3,,,,,,,,,,,,,,,,,,
12/30/2018,VEHICLE BURGLARY,COMMITTED,2,,,,,,,,,,,,,,,,,,
12/30/2018,THEFT,COMMITTED,1,,,,,,,,,,,,,,,,,,
12/30/2018,INDIVIDUAL ROBBERY,COMMITTED,3,,,,,,,,,,,,,,,,,,
12/30/2018,THEFT,COMMITTED,4,,,,,,,,,,,,,,,,,,
12/30/2018,THEFT,COMMITTED,2,,,,,,,,,,,,,,,,,,
12/30/2018,FIREARM,COMMITTED,2,,,,,,,,,,,,,,,,,,
12/30/2018,INDIVIDUAL ROBBERY,COMMITTED,1,,,,,,,,,,,,,,,,,,
12/30/2018,BATTERY,COMMITTED,2,,,,,,,,,,,,,,,,,,
12/30/2018,BATTERY,COMMITTED,1,,,,,,,,,,,,,,,,,,
12/30/2018,THEFT,COMMITTED,3,,,,,,,,,,,,,,,,,,
12/30/2018,BATTERY,COMMITTED,3,,,,,,,,,,,,,,,,,,
12/30/2018,THEFT,COMMITTED,3,,,,,,,,,,,,,,,,,,
12/30/2018,ASSAULT,COMMITTED,3,,,,,,,,,,,,,,,,,,
12/30/2018,THEFT,COMMITTED,3,,,,,,,,,,,,,,,,,,
12/30/2018,FIREARM,COMMITTED,4,,,,,,,,,,,,,,,,,,
12/30/2018,FIREARM,COMMITTED,4,,,,,,,,,,,,,,,,,,
12/30/2018,NUISANCE,COMMITTED,2,,,,,,,,,,,,,,,,,,
12/30/2018,FIREARM,COMMITTED,1,,,,,,,,,,,,,,,,,,
12/30/2018,OTHER,COMMITTED,3,,,,,,,,,,,,,,,,,,
12/30/2018,CRIMINAL DAMAGE TO PROPERTY,COMMITTED,,,,,,,,,,,,,,,,,,,
12/30/2018,CRIMINAL DAMAGE TO PROPERTY,COMMITTED,1,,,,,,,,,,,,,,,,,,
12/30/2018,ASSAULT,COMMITTED,1,,,,,,,,,,,,,,,,,,
12/29/2018,NARCOTICS,COMMITTED,4,,,,,,,,,,,,,,,,,,
12/29/2018,FIREARM,COMMITTED,2,,,,,,,,,,,,,,,,,,
12/29/2018,NARCOTICS,COMMITTED,2,,,,,,,,,,,,,,,,,,
12/29/2018,BATTERY,COMMITTED,2,,,,,,,,,,,,,,,,,,
12/29/2018,BATTERY,COMMITTED,4,,,,,,,,,,,,,,,,,,
12/29/2018,NARCOTICS,COMMITTED,2,,,,,,,,,,,,,,,,,,
12/29/2018,FIREARM,COMMITTED,1,,,,,,,,,,,,,,,,,,
12/29/2018,ASSAULT,COMMITTED,4,,,,,,,,,,,,,,,,,,
12/29/2018,ASSAULT,COMMITTED,4,,,,,,,,,,,,,,,,,,
12/29/2018,THEFT,ATTEMPTED,4,,,,,,,,,,,,,,,,,,
12/29/2018,ASSAULT,COMMITTED,1,,,,,,,,,,,,,,,,,,
12/29/2018,NUISANCE,COMMITTED,1,,,,,,,,,,,,,,,,,,
12/29/2018,THEFT,COMMITTED,2,,,,,,,,,,,,,,,,,,
12/29/2018,BATTERY,COMMITTED,4,,,,,,,,,,,,,,,,,,
12/29/2018,OTHER,COMMITTED,1,,,,,,,,,,,,,,,,,,
12/29/2018,OTHER,COMMITTED,4,,,,,,,,,,,,,,,,,,
12/29/2018,THEFT,COMMITTED,1,,,,,,,,,,,,,,,,,,
12/29/2018,THEFT,COMMITTED,1,,,,,,,,,,,,,,,,,,
12/29/2018,OTHER,COMMITTED,1,,,,,,,,,,,,,,,,,,
12/29/2018,CRIMINAL DAMAGE TO PROPERTY,COMMITTED,4,,,,,,,,,,,,,,,,,,
12/29/2018,THEFT,COMMITTED,4,,,,,,,,,,,,,,,,,,
12/29/2018,NUISANCE,COMMITTED,4,,,,,,,,,,,,,,,,,,
12/29/2018,BATTERY,COMMITTED,1,,,,,,,,,,,,,,,,,,
12/29/2018,THEFT,COMMITTED,4,,,,,,,,,,,,,,,,,,
12/29/2018,BATTERY,COMMITTED,1,,,,,,,,,,,,,,,,,,
12/29/2018,OTHER,COMMITTED,1,,,,,,,,,,,,,,,,,,
12/29/2018,THEFT,COMMITTED,2,,,,,,,,,,,,,,,,,,
12/29/2018,BATTERY,COMMITTED,4,,,,,,,,,,,,,,,,,,
12/29/2018,OTHER,COMMITTED,3,,,,,,,,,,,,,,,,,,
12/29/2018,BATTERY,COMMITTED,1,,,,,,,,,,,,,,,,,,
12/29/2018,FIREARM,COMMITTED,3,,,,,,,,,,,,,,,,,,
12/29/2018,CRIMINAL DAMAGE TO PROPERTY,COMMITTED,3,,,,,,,,,,,,,,,,,,
12/29/2018,OTHER,COMMITTED,2,,,,,,,,,,,,,,,,,,
12/29/2018,NARCOTICS,COMMITTED,1,,,,,,,,,,,,,,,,,,
12/29/2018,OTHER,COMMITTED,3,,,,,,,,,,,,,,,,,,
12/29/2018,FIREARM,COMMITTED,3,,,,,,,,,,,,,,,,,,
12/29/2018,OTHER,COMMITTED,4,,,,,,,,,,,,,,,,,,
12/29/2018,THEFT,COMMITTED,4,,,,,,,,,,,,,,,,,,
12/29/2018,THEFT,COMMITTED,1,,,,,,,,,,,,,,,,,,
12/29/2018,VEHICLE BURGLARY,COMMITTED,1,,,,,,,,,,,,,,,,,,
12/29/2018,BATTERY,COMMITTED,4,,,,,,,,,,,,,,,,,,
12/29/2018,OTHER,COMMITTED,3,,,,,,,,,,,,,,,,,,
12/29/2018,BATTERY,COMMITTED,1,,,,,,,,,,,,,,,,,,
12/29/2018,OTHER,COMMITTED,4,,,,,,,,,,,,,,,,,,
12/29/2018,NARCOTICS,COMMITTED,3,,,,,,,,,,,,,,,,,,
12/29/2018,THEFT,COMMITTED,4,,,,,,,,,,,,,,,,,,
12/29/2018,OTHER,COMMITTED,4,,,,,,,,,,,,,,,,,,
12/29/2018,OTHER,COMMITTED,4,,,,,,,,,,,,,,,,,,
12/29/2018,BATTERY,COMMITTED,4,,,,,,,,,,,,,,,,,,
12/29/2018,NON-RESIDENTIAL BURGLARY,COMMITTED,3,,,,,,,,,,,,,,,,,,
12/29/2018,OTHER,COMMITTED,2,,,,,,,,,,,,,,,,,,
12/29/2018,BATTERY,COMMITTED,1,,,,,,,,,,,,,,,,,,
12/29/2018,OTHER,COMMITTED,3,,,,,,,,,,,,,,,,,,
12/29/2018,OTHER,COMMITTED,3,,,,,,,,,,,,,,,,,,
12/29/2018,INDIVIDUAL ROBBERY,COMMITTED,1,,,,,,,,,,,,,,,,,,
12/29/2018,NON-RESIDENTIAL BURGLARY,COMMITTED,2,,,,,,,,,,,,,,,,,,
12/29/2018,OTHER,COMMITTED,2,,,,,,,,,,,,,,,,,,
12/29/2018,CRIMINAL DAMAGE TO PROPERTY,COMMITTED,3,,,,,,,,,,,,,,,,,,
12/29/2018,BATTERY,COMMITTED,3,,,,,,,,,,,,,,,,,,
12/29/2018,BATTERY,COMMITTED,3,,,,,,,,,,,,,,,,,,
12/29/2018,THEFT,COMMITTED,,,,,,,,,,,,,,,,,,,
12/29/2018,CRIMINAL DAMAGE TO PROPERTY,COMMITTED,3,,,,,,,,,,,,,,,,,,
12/29/2018,THEFT,COMMITTED,,,,,,,,,,,,,,,,,,,
12/29/2018,OTHER,COMMITTED,1,,,,,,,,,,,,,,,,,,
12/29/2018,THEFT,COMMITTED,2,,,,,,,,,,,,,,,,,,
12/29/2018,THEFT,ATTEMPTED,2,,,,,,,,,,,,,,,,,,
12/29/2018,RESIDENTIAL BURGLARY,COMMITTED,,,,,,,,,,,,,,,,,,,
12/29/2018,OTHER,COMMITTED,1,,,,,,,,,,,,,,,,,,
12/29/2018,OTHER,COMMITTED,1,,,,,,,,,,,,,,,,,,
12/29/2018,OTHER,COMMITTED,2,,,,,,,,,,,,,,,,,,
12/29/2018,OTHER,COMMITTED,2,,,,,,,,,,,,,,,,,,
12/29/2018,BATTERY,COMMITTED,2,,,,,,,,,,,,,,,,,,
12/29/2018,RESIDENTIAL BURGLARY,COMMITTED,3,,,,,,,,,,,,,,,,,,
12/29/2018,THEFT,COMMITTED,3,,,,,,,,,,,,,,,,,,
12/29/2018,OTHER,COMMITTED,2,,,,,,,,,,,,,,,,,,
12/29/2018,OTHER,COMMITTED,2,,,,,,,,,,,,,,,,,,
12/29/2018,OTHER,COMMITTED,2,,,,,,,,,,,,,,,,,,
12/29/2018,NON-RESIDENTIAL BURGLARY,ATTEMPTED,2,,,,,,,,,,,,,,,,,,
12/29/2018,OTHER,COMMITTED,1,,,,,,,,,,,,,,,,,,
12/29/2018,NARCOTICS,COMMITTED,1,,,,,,,,,,,,,,,,,,
12/29/2018,NON-RESIDENTIAL BURGLARY,COMMITTED,3,,,,,,,,,,,,,,,,,,
12/29/2018,NARCOTICS,COMMITTED,1,,,,,,,,,,,,,,,,,,
12/29/2018,OTHER,COMMITTED,2,,,,,,,,,,,,,,,,,,
12/29/2018,OTHER,COMMITTED,1,,,,,,,,,,,,,,,,,,
12/29/2018,INDIVIDUAL ROBBERY,COMMITTED,1,,,,,,,,,,,,,,,,,,
12/29/2018,INDIVIDUAL ROBBERY,COMMITTED,3,,,,,,,,,,,,,,,,,,
12/28/2018,THEFT,COMMITTED,3,,,,,,,,,,,,,,,,,,
12/28/2018,THEFT,COMMITTED,3,,,,,,,,,,,,,,,,,,
12/28/2018,OTHER,COMMITTED,2,,,,,,,,,,,,,,,,,,
12/28/2018,BATTERY,COMMITTED,4,,,,,,,,,,,,,,,,,,
12/28/2018,VICE,COMMITTED,2,,,,,,,,,,,,,,,,,,
12/28/2018,OTHER,COMMITTED,4,,,,,,,,,,,,,,,,,,
12/28/2018,THEFT,COMMITTED,3,,,,,,,,,,,,,,,,,,
12/28/2018,VEHICLE BURGLARY,COMMITTED,2,,,,,,,,,,,,,,,,,,
12/28/2018,FIREARM,COMMITTED,1,,,,,,,,,,,,,,,,,,
12/28/2018,THEFT,COMMITTED,2,,,,,,,,,,,,,,,,,,
12/28/2018,NARCOTICS,COMMITTED,4,,,,,,,,,,,,,,,,,,
12/28/2018,NARCOTICS,COMMITTED,4,,,,,,,,,,,,,,,,,,
12/28/2018,THEFT,COMMITTED,2,,,,,,,,,,,,,,,,,,
12/28/2018,VEHICLE BURGLARY,COMMITTED,1,,,,,,,,,,,,,,,,,,
12/28/2018,OTHER,COMMITTED,3,,,,,,,,,,,,,,,,,,
12/28/2018,THEFT,COMMITTED,3,,,,,,,,,,,,,,,,,,
12/28/2018,NON-RESIDENTIAL BURGLARY,ATTEMPTED,2,,,,,,,,,,,,,,,,,,
12/28/2018,CRIMINAL DAMAGE TO PROPERTY,COMMITTED,2,,,,,,,,,,,,,,,,,,
12/28/2018,NUISANCE,COMMITTED,1,,,,,,,,,,,,,,,,,,
12/28/2018,OTHER,COMMITTED,1,,,,,,,,,,,,,,,,,,
12/28/2018,OTHER,COMMITTED,1,,,,,,,,,,,,,,,,,,
12/28/2018,OTHER,COMMITTED,1,,,,,,,,,,,,,,,,,,
12/28/2018,FIREARM,COMMITTED,1,,,,,,,,,,,,,,,,,,
12/28/2018,OTHER,COMMITTED,1,,,,,,,,,,,,,,,,,,
12/28/2018,VEHICLE BURGLARY,COMMITTED,2,,,,,,,,,,,,,,,,,,
12/28/2018,BATTERY,COMMITTED,2,,,,,,,,,,,,,,,,,,
12/28/2018,THEFT,COMMITTED,3,,,,,,,,,,,,,,,,,,
12/28/2018,OTHER,COMMITTED,,,,,,,,,,,,,,,,,,,
12/28/2018,THEFT,COMMITTED,3,,,,,,,,,,,,,,,,,,
12/28/2018,THEFT,COMMITTED,2,,,,,,,,,,,,,,,,,,
12/28/2018,OTHER,COMMITTED,1,,,,,,,,,,,,,,,,,,
12/28/2018,CRIMINAL DAMAGE TO PROPERTY,COMMITTED,1,,,,,,,,,,,,,,,,,,
